REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Arkansas,2018,2,X,10.1826,X,X,X,X,X,X,474,15,4655
States,California,2018,2,X,4.69123,X,X,X,X,X,X,2361,123,50328
States,Colorado,2018,2,X,2.58293,X,X,X,X,X,X,686,42,26559
States,Connecticut,2018,2,X,5.23495,X,X,X,X,X,X,127,19,2426
States,Delaware,2018,2,X,0.843289,X,X,X,X,X,X,24,12,2846
States,District of Columbia,2018,2,X,2.88391,X,X,X,X,X,X,394,5,13662
States,Florida,2018,2,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,2,X,8.96192,X,X,X,X,X,X,4731,50,52790
States,Hawaii,2018,2,X,6.44955,X,X,X,X,X,X,101,15,1566
States,Idaho,2018,2,X,3.68324,X,X,X,X,X,X,60,8,1629
States,Illinois,2018,2,X,5.18915,X,X,X,X,X,X,2465,81,47503
States,Indiana,2018,2,X,7.70162,X,X,X,X,X,X,318,24,4129
States,Iowa,2018,2,X,2.33918,X,X,X,X,X,X,96,15,4104
States,Kansas,2018,2,X,9.24715,X,X,X,X,X,X,608,29,6575
States,Kentucky,2018,2,X,12.2925,X,X,X,X,X,X,1111,33,9038
States,Louisiana,2018,2,X,10.202,X,X,X,X,X,X,5681,92,55685
States,Maine,2018,2,X,0.54277,X,X,X,X,X,X,25,25,4606
States,Maryland,2018,2,X,3.71421,X,X,X,X,X,X,288,29,7754
States,Massachusetts,2018,2,X,2.29335,X,X,X,X,X,X,819,46,35712
States,Michigan,2018,2,X,4.01351,X,X,X,X,X,X,1105,86,27532
States,Minnesota,2018,2,X,5.06469,X,X,X,X,X,X,321,24,6338
States,Mississippi,2018,2,X,10.7408,X,X,X,X,X,X,1998,45,18602
States,Missouri,2018,2,X,8.80156,X,X,X,X,X,X,271,17,3079
States,Montana,2018,2,X,0.636364,X,X,X,X,X,X,21,7,3300
States,Nebraska,2018,2,X,3.46301,X,X,X,X,X,X,316,48,9125
States,Nevada,2018,2,X,2.88324,X,X,X,X,X,X,584,36,20255
States,New Hampshire,2018,2,X,1.75143,X,X,X,X,X,X,52,17,2969
States,New Jersey,2018,2,X,4.48405,X,X,X,X,X,X,1165,41,25981
States,New Mexico,2018,2,X,4.56481,X,X,X,X,X,X,986,43,21600
States,New York,2018,2,X,6.19621,X,X,X,X,X,X,648,51,10458
States,North Carolina,2018,2,X,4.05618,X,X,X,X,X,X,618,48,15236
States,North Dakota,2018,2,X,4.98442,X,X,X,X,X,X,64,7,1284
States,Ohio,2018,2,X,3.12421,X,X,X,X,X,X,615,64,19685
States,Oklahoma,2018,2,X,8.05757,X,X,X,X,X,X,767,27,9519
States,Oregon,2018,2,X,4.70469,X,X,X,X,X,X,1954,78,41533
States,Pennsylvania,2018,2,X,2.87291,X,X,X,X,X,X,1739,146,60531
States,Rhode Island,2018,2,X,3.07727,X,X,X,X,X,X,135,23,4387
States,South Carolina,2018,2,X,7.81078,X,X,X,X,X,X,497,16,6363
States,South Dakota,2018,2,X,3.28689,X,X,X,X,X,X,368,32,11196
States,Tennessee,2018,2,X,5.63063,X,X,X,X,X,X,525,50,9324
States,Texas,2018,2,X,12.8689,X,X,X,X,X,X,4047,107,31448
States,Utah,2018,2,X,2.08395,X,X,X,X,X,X,282,30,13532
States,Vermont,2018,2,X,2.45739,X,X,X,X,X,X,62,10,2523
States,Virginia,2018,2,X,4.86431,X,X,X,X,X,X,4560,128,93744
States,Washington,2018,2,X,3.91808,X,X,X,X,X,X,352,52,8984
States,West Virginia,2018,2,X,5.99083,X,X,X,X,X,X,627,37,10466
States,Wisconsin,2018,2,X,4.28649,X,X,X,X,X,X,237,22,5529
States,Wyoming,2018,2,X,5.22088,X,X,X,X,X,X,208,18,3984
States,Alabama,2018,3,X,13.3546,X,X,X,X,X,X,5145,87,38526
States,Alaska,2018,3,X,3.99598,X,X,X,X,X,X,199,17,4980
States,Arizona,2018,3,X,5.80443,X,X,X,X,X,X,1056,46,18193
States,Arkansas,2018,3,X,9.54877,X,X,X,X,X,X,419,15,4388
States,California,2018,3,X,3.93592,X,X,X,X,X,X,1963,124,49874
States,Colorado,2018,3,X,2.54117,X,X,X,X,X,X,665,42,26169
States,Connecticut,2018,3,X,5.99903,X,X,X,X,X,X,248,23,4134
States,Delaware,2018,3,X,1.22518,X,X,X,X,X,X,29,12,2367
States,District of Columbia,2018,3,X,3.53351,X,X,X,X,X,X,436,5,12339
States,Florida,2018,3,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,3,X,12.4544,X,X,X,X,X,X,6284,50,50456
States,Hawaii,2018,3,X,6.07256,X,X,X,X,X,X,77,15,1268
States,Idaho,2018,3,X,2.98408,X,X,X,X,X,X,45,7,1508
States,Illinois,2018,3,X,5.22717,X,X,X,X,X,X,2370,80,45340
States,Indiana,2018,3,X,7.52908,X,X,X,X,X,X,369,24,4901
States,Iowa,2018,3,X,2.9192,X,X,X,X,X,X,125,15,4282
States,Kansas,2018,3,X,10.7669,X,X,X,X,X,X,716,28,6650
States,Kentucky,2018,3,X,10.7825,X,X,X,X,X,X,1214,35,11259
States,Louisiana,2018,3,X,9.85901,X,X,X,X,X,X,4902,92,49721
States,Maine,2018,3,X,0.813386,X,X,X,X,X,X,35,21,4303
States,Maryland,2018,3,X,4.94253,X,X,X,X,X,X,344,27,6960
States,Massachusetts,2018,3,X,3.16612,X,X,X,X,X,X,1066,46,33669
States,Michigan,2018,3,X,4.90567,X,X,X,X,X,X,1347,89,27458
States,Minnesota,2018,3,X,5.81178,X,X,X,X,X,X,373,24,6418
States,Mississippi,2018,3,X,9.37762,X,X,X,X,X,X,1680,48,17915
States,Missouri,2018,3,X,11.2224,X,X,X,X,X,X,448,18,3992
States,Montana,2018,3,X,0.538827,X,X,X,X,X,X,17,8,3155
States,Nebraska,2018,3,X,4.35676,X,X,X,X,X,X,424,49,9732
States,Nevada,2018,3,X,2.42663,X,X,X,X,X,X,449,36,18503
States,New Hampshire,2018,3,X,3.12259,X,X,X,X,X,X,81,16,2594
States,New Jersey,2018,3,X,6.26791,X,X,X,X,X,X,1597,41,25479
States,New Mexico,2018,3,X,5.77333,X,X,X,X,X,X,1165,43,20179
States,New York,2018,3,X,7.44408,X,X,X,X,X,X,842,54,11311
States,North Carolina,2018,3,X,6.5564,X,X,X,X,X,X,773,47,11790
States,North Dakota,2018,3,X,3.4375,X,X,X,X,X,X,44,7,1280
States,Ohio,2018,3,X,3.71514,X,X,X,X,X,X,698,68,18788
States,Oklahoma,2018,3,X,9.37781,X,X,X,X,X,X,939,26,10013
States,Oregon,2018,3,X,4.98781,X,X,X,X,X,X,1902,75,38133
States,Pennsylvania,2018,3,X,3.85401,X,X,X,X,X,X,2246,148,58277
States,Rhode Island,2018,3,X,4.37875,X,X,X,X,X,X,197,23,4499
States,South Carolina,2018,3,X,9.80472,X,X,X,X,X,X,723,15,7374
States,South Dakota,2018,3,X,4.09751,X,X,X,X,X,X,474,32,11568
States,Tennessee,2018,3,X,9.2934,X,X,X,X,X,X,751,51,8081
States,Texas,2018,3,X,13.0336,X,X,X,X,X,X,3966,110,30429
States,Utah,2018,3,X,2.6001,X,X,X,X,X,X,300,36,11538
States,Vermont,2018,3,X,3.25805,X,X,X,X,X,X,88,10,2701
States,Virginia,2018,3,X,6.14761,X,X,X,X,X,X,5509,129,89612
States,Washington,2018,3,X,3.43008,X,X,X,X,X,X,286,52,8338
States,West Virginia,2018,3,X,6.35359,X,X,X,X,X,X,644,37,10136
States,Wisconsin,2018,3,X,4.16218,X,X,X,X,X,X,232,22,5574
States,Wyoming,2018,3,X,6.91589,X,X,X,X,X,X,259,17,3745
States,Alabama,2018,4,X,11.8644,X,X,X,X,X,X,5136,89,43289
States,Alaska,2018,4,X,4.85822,X,X,X,X,X,X,233,17,4796
States,Arizona,2018,4,X,4.9274,X,X,X,X,X,X,923,45,18732
States,Arkansas,2018,4,X,8.6248,X,X,X,X,X,X,434,14,5032
States,California,2018,4,X,3.89779,X,X,X,X,X,X,2038,122,52286
States,Colorado,2018,4,X,3.05364,X,X,X,X,X,X,793,42,25969
States,Connecticut,2018,4,X,6.06894,X,X,X,X,X,X,331,22,5454
States,Delaware,2018,4,X,2.34146,X,X,X,X,X,X,72,12,3075
States,District of Columbia,2018,4,X,4.23887,X,X,X,X,X,X,658,5,15523
States,Florida,2018,4,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,4,X,14.6076,X,X,X,X,X,X,7656,51,52411
States,Hawaii,2018,4,X,6.51316,X,X,X,X,X,X,99,15,1520
States,Idaho,2018,4,X,2.8445,X,X,X,X,X,X,45,8,1582
States,Illinois,2018,4,X,5.03066,X,X,X,X,X,X,2560,81,50888
States,Indiana,2018,4,X,8.0998,X,X,X,X,X,X,448,24,5531
States,Iowa,2018,4,X,3.69972,X,X,X,X,X,X,172,15,4649
States,Kansas,2018,4,X,10.7251,X,X,X,X,X,X,852,29,7944
States,Kentucky,2018,4,X,9.22906,X,X,X,X,X,X,1245,37,13490
States,Louisiana,2018,4,X,8.27372,X,X,X,X,X,X,4626,92,55912
States,Maine,2018,4,X,1.31412,X,X,X,X,X,X,62,22,4718
States,Maryland,2018,4,X,5.69041,X,X,X,X,X,X,429,27,7539
States,Massachusetts,2018,4,X,3.89597,X,X,X,X,X,X,1480,45,37988
States,Michigan,2018,4,X,5.23913,X,X,X,X,X,X,1515,89,28917
States,Minnesota,2018,4,X,6.31986,X,X,X,X,X,X,458,23,7247
States,Mississippi,2018,4,X,10.4791,X,X,X,X,X,X,2128,48,20307
States,Missouri,2018,4,X,11.2948,X,X,X,X,X,X,485,16,4294
States,Montana,2018,4,X,0.414594,X,X,X,X,X,X,15,8,3618
States,Nebraska,2018,4,X,6.76716,X,X,X,X,X,X,633,47,9354
States,Nevada,2018,4,X,2.59881,X,X,X,X,X,X,551,37,21202
States,New Hampshire,2018,4,X,3.56789,X,X,X,X,X,X,108,15,3027
States,New Jersey,2018,4,X,8.34567,X,X,X,X,X,X,2480,41,29716
States,New Mexico,2018,4,X,6.65956,X,X,X,X,X,X,1250,42,18770
States,New York,2018,4,X,9.17524,X,X,X,X,X,X,1355,56,14768
States,North Carolina,2018,4,X,8.04941,X,X,X,X,X,X,1616,50,20076
States,North Dakota,2018,4,X,3.375,X,X,X,X,X,X,54,8,1600
States,Ohio,2018,4,X,3.805,X,X,X,X,X,X,882,66,23180
States,Oklahoma,2018,4,X,11.1911,X,X,X,X,X,X,1119,24,9999
States,Oregon,2018,4,X,4.66363,X,X,X,X,X,X,1801,79,38618
States,Pennsylvania,2018,4,X,4.73499,X,X,X,X,X,X,3116,148,65808
States,Rhode Island,2018,4,X,5.31038,X,X,X,X,X,X,290,23,5461
States,South Carolina,2018,4,X,13.1564,X,X,X,X,X,X,907,14,6894
States,South Dakota,2018,4,X,4.74987,X,X,X,X,X,X,545,32,11474
States,Tennessee,2018,4,X,5.42749,X,X,X,X,X,X,631,55,11626
States,Texas,2018,4,X,14.5657,X,X,X,X,X,X,5203,110,35721
States,Utah,2018,4,X,1.75702,X,X,X,X,X,X,234,32,13318
States,Vermont,2018,4,X,3.99306,X,X,X,X,X,X,115,10,2880
States,Virginia,2018,4,X,8.50462,X,X,X,X,X,X,8507,129,100028
States,Washington,2018,4,X,3.78788,X,X,X,X,X,X,345,52,9108
States,West Virginia,2018,4,X,6.40561,X,X,X,X,X,X,795,37,12411
States,Wisconsin,2018,4,X,4.77368,X,X,X,X,X,X,309,24,6473
States,Wyoming,2018,4,X,6.95444,X,X,X,X,X,X,290,18,4170
States,Alabama,2018,5,X,12.372,X,X,X,X,X,X,5278,87,42661
States,Alaska,2018,5,X,6.09535,X,X,X,X,X,X,303,17,4971
States,Arizona,2018,5,X,4.84615,X,X,X,X,X,X,756,38,15600
States,Arkansas,2018,5,X,11.0532,X,X,X,X,X,X,636,17,5754
States,California,2018,5,X,4.25872,X,X,X,X,X,X,2369,121,55627
States,Colorado,2018,5,X,3.65521,X,X,X,X,X,X,977,42,26729
States,Connecticut,2018,5,X,6.15455,X,X,X,X,X,X,403,24,6548
States,Delaware,2018,5,X,3.46306,X,X,X,X,X,X,105,12,3032
States,District of Columbia,2018,5,X,5.25907,X,X,X,X,X,X,813,5,15459
States,Florida,2018,5,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,5,X,15.4536,X,X,X,X,X,X,8032,49,51975
States,Hawaii,2018,5,X,5.34682,X,X,X,X,X,X,74,15,1384
States,Idaho,2018,5,X,3.35648,X,X,X,X,X,X,58,8,1728
States,Illinois,2018,5,X,5.86232,X,X,X,X,X,X,2720,78,46398
States,Indiana,2018,5,X,7.83333,X,X,X,X,X,X,423,23,5400
States,Iowa,2018,5,X,3.65103,X,X,X,X,X,X,172,15,4711
States,Kansas,2018,5,X,11.3333,X,X,X,X,X,X,924,28,8153
States,Kentucky,2018,5,X,10.143,X,X,X,X,X,X,1277,34,12590
States,Louisiana,2018,5,X,8.6669,X,X,X,X,X,X,4744,92,54737
States,Maine,2018,5,X,1.26684,X,X,X,X,X,X,63,22,4973
States,Maryland,2018,5,X,5.85435,X,X,X,X,X,X,455,24,7772
States,Massachusetts,2018,5,X,5.48851,X,X,X,X,X,X,1992,43,36294
States,Michigan,2018,5,X,5.63008,X,X,X,X,X,X,1620,89,28774
States,Minnesota,2018,5,X,6.45955,X,X,X,X,X,X,499,24,7725
States,Mississippi,2018,5,X,9.49778,X,X,X,X,X,X,2033,47,21405
States,Missouri,2018,5,X,10.8575,X,X,X,X,X,X,842,17,7755
States,Montana,2018,5,X,0.702106,X,X,X,X,X,X,28,8,3988
States,Nebraska,2018,5,X,6.87682,X,X,X,X,X,X,709,49,10310
States,Nevada,2018,5,X,2.92305,X,X,X,X,X,X,574,36,19637
States,New Hampshire,2018,5,X,4.8031,X,X,X,X,X,X,161,16,3352
States,New Jersey,2018,5,X,10.0087,X,X,X,X,X,X,2981,43,29784
States,New Mexico,2018,5,X,9.94933,X,X,X,X,X,X,2219,40,22303
States,New York,2018,5,X,10.9383,X,X,X,X,X,X,1674,53,15304
States,North Carolina,2018,5,X,8.64026,X,X,X,X,X,X,1804,52,20879
States,North Dakota,2018,5,X,3.40479,X,X,X,X,X,X,54,9,1586
States,Ohio,2018,5,X,4.19839,X,X,X,X,X,X,1009,63,24033
States,Oklahoma,2018,5,X,9.39801,X,X,X,X,X,X,1021,25,10864
States,Oregon,2018,5,X,4.6211,X,X,X,X,X,X,1766,79,38216
States,Pennsylvania,2018,5,X,5.88179,X,X,X,X,X,X,3680,147,62566
States,Rhode Island,2018,5,X,5.81829,X,X,X,X,X,X,374,23,6428
States,South Carolina,2018,5,X,13.7621,X,X,X,X,X,X,1025,15,7448
States,South Dakota,2018,5,X,5.38455,X,X,X,X,X,X,649,32,12053
States,Tennessee,2018,5,X,6.83224,X,X,X,X,X,X,696,56,10187
States,Texas,2018,5,X,13.9335,X,X,X,X,X,X,4996,109,35856
States,Utah,2018,5,X,2.01143,X,X,X,X,X,X,271,37,13473
States,Vermont,2018,5,X,4.5929,X,X,X,X,X,X,110,9,2395
States,Virginia,2018,5,X,10.5629,X,X,X,X,X,X,10776,131,102017
States,Washington,2018,5,X,2.99176,X,X,X,X,X,X,247,51,8256
States,West Virginia,2018,5,X,5.70849,X,X,X,X,X,X,591,36,10353
States,Wisconsin,2018,5,X,4.93411,X,X,X,X,X,X,337,24,6830
States,Wyoming,2018,5,X,7.04195,X,X,X,X,X,X,329,18,4672
States,Alabama,2018,6,X,11.8198,X,X,X,X,X,X,5100,88,43148
States,Alaska,2018,6,X,6.00365,X,X,X,X,X,X,329,17,5480
States,Arizona,2018,6,X,5.24431,X,X,X,X,X,X,996,45,18992
States,Arkansas,2018,6,X,9.78761,X,X,X,X,X,X,553,16,5650
States,California,2018,6,X,3.81901,X,X,X,X,X,X,2116,121,55407
States,Colorado,2018,6,X,3.17279,X,X,X,X,X,X,863,42,27200
States,Connecticut,2018,6,X,7.15832,X,X,X,X,X,X,463,24,6468
States,Delaware,2018,6,X,6.28149,X,X,X,X,X,X,187,12,2977
States,District of Columbia,2018,6,X,5.08086,X,X,X,X,X,X,776,5,15273
States,Florida,2018,6,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,6,X,15.1114,X,X,X,X,X,X,8949,50,59220
States,Hawaii,2018,6,X,4.81322,X,X,X,X,X,X,67,15,1392
States,Idaho,2018,6,X,2.43337,X,X,X,X,X,X,42,8,1726
States,Illinois,2018,6,X,5.58535,X,X,X,X,X,X,2552,79,45691
States,Indiana,2018,6,X,8.36013,X,X,X,X,X,X,442,23,5287
States,Iowa,2018,6,X,3.45622,X,X,X,X,X,X,150,15,4340
States,Kansas,2018,6,X,11.6555,X,X,X,X,X,X,923,28,7919
States,Kentucky,2018,6,X,9.78003,X,X,X,X,X,X,1276,34,13047
States,Louisiana,2018,6,X,7.72847,X,X,X,X,X,X,4356,90,56363
States,Maine,2018,6,X,1.52672,X,X,X,X,X,X,72,22,4716
States,Maryland,2018,6,X,5.29225,X,X,X,X,X,X,450,27,8503
States,Massachusetts,2018,6,X,5.42233,X,X,X,X,X,X,2069,45,38157
States,Michigan,2018,6,X,5.20407,X,X,X,X,X,X,1386,88,26633
States,Minnesota,2018,6,X,6.73487,X,X,X,X,X,X,474,22,7038
States,Mississippi,2018,6,X,8.75438,X,X,X,X,X,X,1873,49,21395
States,Missouri,2018,6,X,10.0327,X,X,X,X,X,X,645,17,6429
States,Montana,2018,6,X,0.467675,X,X,X,X,X,X,17,8,3635
States,Nebraska,2018,6,X,8.88565,X,X,X,X,X,X,854,49,9611
States,Nevada,2018,6,X,2.88873,X,X,X,X,X,X,567,35,19628
States,New Hampshire,2018,6,X,6.68648,X,X,X,X,X,X,225,17,3365
States,New Jersey,2018,6,X,10.7946,X,X,X,X,X,X,3301,43,30580
States,New Mexico,2018,6,X,8.39223,X,X,X,X,X,X,1995,44,23772
States,New York,2018,6,X,10.7166,X,X,X,X,X,X,1678,55,15658
States,North Carolina,2018,6,X,10.2671,X,X,X,X,X,X,1999,51,19470
States,North Dakota,2018,6,X,4.43686,X,X,X,X,X,X,65,8,1465
States,Ohio,2018,6,X,5.13372,X,X,X,X,X,X,1098,64,21388
States,Oklahoma,2018,6,X,7.6137,X,X,X,X,X,X,760,24,9982
States,Oregon,2018,6,X,3.60467,X,X,X,X,X,X,1406,79,39005
States,Pennsylvania,2018,6,X,6.65385,X,X,X,X,X,X,4221,149,63437
States,Rhode Island,2018,6,X,7.81563,X,X,X,X,X,X,507,23,6487
States,South Carolina,2018,6,X,14.6386,X,X,X,X,X,X,1031,15,7043
States,South Dakota,2018,6,X,4.8319,X,X,X,X,X,X,549,31,11362
States,Tennessee,2018,6,X,6.149,X,X,X,X,X,X,586,53,9530
States,Texas,2018,6,X,12.9045,X,X,X,X,X,X,4450,110,34484
States,Utah,2018,6,X,2.5761,X,X,X,X,X,X,633,44,24572
States,Vermont,2018,6,X,5.64516,X,X,X,X,X,X,161,10,2852
States,Virginia,2018,6,X,10.929,X,X,X,X,X,X,11452,131,104785
States,Washington,2018,6,X,2.39453,X,X,X,X,X,X,210,53,8770
States,West Virginia,2018,6,X,6.63894,X,X,X,X,X,X,798,39,12020
States,Wisconsin,2018,6,X,4.87649,X,X,X,X,X,X,306,23,6275
States,Wyoming,2018,6,X,7.18969,X,X,X,X,X,X,329,19,4576
States,Alabama,2018,7,X,6.65588,X,X,X,X,X,X,2921,87,43886
States,Alaska,2018,7,X,6.99237,X,X,X,X,X,X,385,17,5506
States,Arizona,2018,7,X,5.1727,X,X,X,X,X,X,948,46,18327
States,Arkansas,2018,7,X,7.62913,X,X,X,X,X,X,418,14,5479
States,California,2018,7,X,3.71403,X,X,X,X,X,X,1879,112,50592
States,Colorado,2018,7,X,2.90869,X,X,X,X,X,X,740,41,25441
States,Connecticut,2018,7,X,6.19369,X,X,X,X,X,X,385,24,6216
States,Delaware,2018,7,X,4.70395,X,X,X,X,X,X,143,12,3040
States,District of Columbia,2018,7,X,5.29988,X,X,X,X,X,X,790,5,14906
States,Florida,2018,7,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,7,X,11.8514,X,X,X,X,X,X,6528,49,55082
States,Hawaii,2018,7,X,5.09091,X,X,X,X,X,X,70,15,1375
States,Idaho,2018,7,X,2.13749,X,X,X,X,X,X,37,8,1731
States,Illinois,2018,7,X,4.94075,X,X,X,X,X,X,2414,79,48859
States,Indiana,2018,7,X,6.44227,X,X,X,X,X,X,356,23,5526
States,Iowa,2018,7,X,2.56479,X,X,X,X,X,X,95,13,3704
States,Kansas,2018,7,X,11.6456,X,X,X,X,X,X,903,27,7754
States,Kentucky,2018,7,X,8.88619,X,X,X,X,X,X,1172,32,13189
States,Louisiana,2018,7,X,6.68204,X,X,X,X,X,X,3652,92,54654
States,Maine,2018,7,X,1.52294,X,X,X,X,X,X,77,22,5056
States,Maryland,2018,7,X,4.74063,X,X,X,X,X,X,382,27,8058
States,Massachusetts,2018,7,X,5.06878,X,X,X,X,X,X,1986,42,39181
States,Michigan,2018,7,X,3.99642,X,X,X,X,X,X,1027,83,25698
States,Minnesota,2018,7,X,5.68824,X,X,X,X,X,X,443,23,7788
States,Mississippi,2018,7,X,7.7409,X,X,X,X,X,X,1495,46,19313
States,Missouri,2018,7,X,8.78563,X,X,X,X,X,X,675,18,7683
States,Montana,2018,7,X,0.473538,X,X,X,X,X,X,17,8,3590
States,Nebraska,2018,7,X,7.36749,X,X,X,X,X,X,752,49,10207
States,Nevada,2018,7,X,2.63465,X,X,X,X,X,X,496,36,18826
States,New Hampshire,2018,7,X,6.27188,X,X,X,X,X,X,215,17,3428
States,New Jersey,2018,7,X,11.1524,X,X,X,X,X,X,3391,43,30406
States,New Mexico,2018,7,X,6.70531,X,X,X,X,X,X,1423,44,21222
States,New York,2018,7,X,10.3037,X,X,X,X,X,X,1588,55,15412
States,North Carolina,2018,7,X,7.92215,X,X,X,X,X,X,1445,51,18240
States,North Dakota,2018,7,X,2.94521,X,X,X,X,X,X,43,8,1460
States,Ohio,2018,7,X,3.65346,X,X,X,X,X,X,816,63,22335
States,Oklahoma,2018,7,X,6.21926,X,X,X,X,X,X,569,20,9149
States,Oregon,2018,7,X,3.15409,X,X,X,X,X,X,1213,78,38458
States,Pennsylvania,2018,7,X,6.79851,X,X,X,X,X,X,4352,143,64014
States,Rhode Island,2018,7,X,7.24661,X,X,X,X,X,X,459,23,6334
States,South Carolina,2018,7,X,11.9974,X,X,X,X,X,X,725,15,6043
States,South Dakota,2018,7,X,4.33716,X,X,X,X,X,X,548,32,12635
States,Tennessee,2018,7,X,5.61738,X,X,X,X,X,X,530,53,9435
States,Texas,2018,7,X,10.9435,X,X,X,X,X,X,3598,109,32878
States,Utah,2018,7,X,2.98601,X,X,X,X,X,X,1379,47,46182
States,Vermont,2018,7,X,4.47761,X,X,X,X,X,X,138,10,3082
States,Virginia,2018,7,X,10.7374,X,X,X,X,X,X,11195,131,104262
States,Washington,2018,7,X,2.13897,X,X,X,X,X,X,181,53,8462
States,West Virginia,2018,7,X,6.33742,X,X,X,X,X,X,734,36,11582
States,Wisconsin,2018,7,X,4.34143,X,X,X,X,X,X,295,24,6795
States,Wyoming,2018,7,X,7.06129,X,X,X,X,X,X,303,17,4291
States,Alabama,2018,8,X,5.65463,X,X,X,X,X,X,2172,89,38411
States,Alaska,2018,8,X,6.28311,X,X,X,X,X,X,344,17,5475
States,Arizona,2018,8,X,5.13133,X,X,X,X,X,X,885,46,17247
States,Arkansas,2018,8,X,6.2677,X,X,X,X,X,X,332,17,5297
States,California,2018,8,X,3.51102,X,X,X,X,X,X,1619,119,46112
States,Colorado,2018,8,X,2.72131,X,X,X,X,X,X,672,41,24694
States,Connecticut,2018,8,X,5.26689,X,X,X,X,X,X,297,23,5639
States,Delaware,2018,8,X,2.69906,X,X,X,X,X,X,80,12,2964
States,District of Columbia,2018,8,X,3.88872,X,X,X,X,X,X,499,5,12832
States,Florida,2018,8,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,8,X,6.4308,X,X,X,X,X,X,3190,51,49605
States,Hawaii,2018,8,X,4.36548,X,X,X,X,X,X,43,14,985
States,Idaho,2018,8,X,2.47823,X,X,X,X,X,X,37,7,1493
States,Illinois,2018,8,X,4.00358,X,X,X,X,X,X,1879,80,46933
States,Indiana,2018,8,X,3.88493,X,X,X,X,X,X,158,22,4067
States,Iowa,2018,8,X,2.05001,X,X,X,X,X,X,91,14,4439
States,Kansas,2018,8,X,9.29682,X,X,X,X,X,X,628,26,6755
States,Kentucky,2018,8,X,8.47563,X,X,X,X,X,X,819,31,9663
States,Louisiana,2018,8,X,4.43427,X,X,X,X,X,X,2335,91,52658
States,Maine,2018,8,X,1.5775,X,X,X,X,X,X,69,22,4374
States,Maryland,2018,8,X,4.14467,X,X,X,X,X,X,369,28,8903
States,Massachusetts,2018,8,X,4.61404,X,X,X,X,X,X,1532,45,33203
States,Michigan,2018,8,X,3.41734,X,X,X,X,X,X,880,85,25751
States,Minnesota,2018,8,X,5.32849,X,X,X,X,X,X,352,21,6606
States,Mississippi,2018,8,X,5.80919,X,X,X,X,X,X,1093,46,18815
States,Missouri,2018,8,X,5.42488,X,X,X,X,X,X,369,17,6802
States,Montana,2018,8,X,0.593565,X,X,X,X,X,X,19,8,3201
States,Nebraska,2018,8,X,6.49497,X,X,X,X,X,X,633,49,9746
States,Nevada,2018,8,X,2.18312,X,X,X,X,X,X,397,36,18185
States,New Hampshire,2018,8,X,3.47138,X,X,X,X,X,X,114,17,3284
States,New Jersey,2018,8,X,8.32214,X,X,X,X,X,X,2231,43,26808
States,New Mexico,2018,8,X,5.21037,X,X,X,X,X,X,987,44,18943
States,New York,2018,8,X,6.97767,X,X,X,X,X,X,875,55,12540
States,North Carolina,2018,8,X,5.16899,X,X,X,X,X,X,832,46,16096
States,North Dakota,2018,8,X,3.20102,X,X,X,X,X,X,50,8,1562
States,Ohio,2018,8,X,3.02552,X,X,X,X,X,X,652,66,21550
States,Oklahoma,2018,8,X,5.27439,X,X,X,X,X,X,445,27,8437
States,Oregon,2018,8,X,3.13381,X,X,X,X,X,X,1101,79,35133
States,Pennsylvania,2018,8,X,5.39183,X,X,X,X,X,X,3145,139,58329
States,Rhode Island,2018,8,X,5.00479,X,X,X,X,X,X,261,23,5215
States,South Carolina,2018,8,X,7.92783,X,X,X,X,X,X,435,15,5487
States,South Dakota,2018,8,X,4.40492,X,X,X,X,X,X,426,31,9671
States,Tennessee,2018,8,X,3.28443,X,X,X,X,X,X,253,52,7703
States,Texas,2018,8,X,8.27868,X,X,X,X,X,X,2638,109,31865
States,Utah,2018,8,X,3.0292,X,X,X,X,X,X,1082,46,35719
States,Vermont,2018,8,X,3.80984,X,X,X,X,X,X,113,10,2966
States,Virginia,2018,8,X,7.80826,X,X,X,X,X,X,7516,131,96257
States,Washington,2018,8,X,2.28186,X,X,X,X,X,X,176,53,7713
States,West Virginia,2018,8,X,2.8259,X,X,X,X,X,X,292,34,10333
States,Wisconsin,2018,8,X,3.99705,X,X,X,X,X,X,271,24,6780
States,Wyoming,2018,8,X,6.21257,X,X,X,X,X,X,249,19,4008
States,Alabama,2018,9,X,3.43508,X,X,X,X,X,X,1212,88,35283
States,Alaska,2018,9,X,7.12882,X,X,X,X,X,X,399,17,5597
States,Arizona,2018,9,X,4.42171,X,X,X,X,X,X,778,48,17595
States,Arkansas,2018,9,X,4.22597,X,X,X,X,X,X,193,12,4567
States,California,2018,9,X,3.64857,X,X,X,X,X,X,1870,120,51253
